ID;Категория;Заголовок;Опции продажи;Тип;Общая площадь;Жилая площадь;Площадь кухни;Этаж;Кол-во этажей в доме;Лифт пассажирский (кол-во);Лифт грузовой (кол-во);Балкон/лоджия;Мусоропровод;Парковка;Количество комнат;Тип дома;Название дома (ЖК);Высота потолков;Кол-во раздельных санузлов;Кол-во совмещенных санузлов;Ремонт;Вид из окон;Расстояние до метро;Адрес;Описания;Стоимость;Актуальность;Изображения;Регион
187707083;Недвижимость в Москве/Продажа/Продажа 2-комнатных квартир в Москве/ЮВАО/Марьино/метро Марьино/Донецкая улица;2-комн. квартира, 55.3 м2;Долевое участие (214-ФЗ), Возможна ипотека;Новостройка;55.3;35.0;09.июн;29;32;1.0;2.0;;Нет;подземная;2.0;Монолитный;ЖК «Домашний»;;1.0;;;На улицу и двор;4 мин. на транспорте;Москва,ЮВАО,район Марьино,Донецкая улица,30к2;"Общая площадь застройки: 793 000 кв. м. Микрорайон ""Домашний"" позволит создать в районе Марьино 337 000 кв. метров качественного современного жилья класса комфорт, а также дополнить достаточно благоустроенный район Марьино новой современной социальной инфраструктурой. В проекте ""Домашний"" появятся школа и два детских сада, кафе и фитнес-центры. Для жителей квартала будет построена парковка на 4250 м/м. Проект будет реализован в 3 этапа. В 1-ой очереди будет построен детский сад, школа, подземная и надземная парковки. Первый крупный проект в районе за последние 20 лет будет включать в себя разновысотные здания. В квартале запланировано создать уютную атмосферу, позволяющую почувствовать себя ДОМА. Будет соблюден принцип ""двора без машин"", оборудованы детские и спортивные площадки, велодорожки, обустроены парковые зоны. В жилом квартале ""Домашний"" разрабатывается возможность строительства многофункционального центра с бассейном. Архитекторы проекта удачно разделили в квартальной застройке общественное и частное пространство. Центральная прогулочная аллея с велодорожками пройдет через весь квартал и выйдет к благоустроенной набережной Москвы-реки, которая станет продолжением Парка 850-летия Москвы. В ноябре 2015 года открыто транспортное сообщение между Донецкой улицей и Шоссейной улицей, что существенно сокращает время проезда в район Печатники. В декабре 2015 года открылся тоннель на пересечении Волгоградского проспекта и Люблинской улицы, а также эстакада через Курское направление железной дороги. В 2016 году будут реконструированы развязки Волгоградского проспекта и Волжского бульвара. С развитием квартала ""Домашний"" будут организованы дополнительные маршруты наземного транспорта от улицы Донецкая до ст. метро ""Марьино"". Архитектурное бюро MLA+. Застройщиком проекта выступает PSN Group. Окончание строительства 1-ой очереди IV квартал 2017 года.";10288399;Опубликовано;https://cdn-p.cian.site/images/1/196/454/novostroyka-moskva-doneckaya-ulica-454691165-1.jpg,https://cdn-p.cian.site/images2/7/157/847/748751748-1.jpg,https://cdn-p.cian.site/images2/9/157/847/748751959-1.jpg,https://cdn-p.cian.site/images2/1/257/847/748752127-1.jpg,https://cdn-p.cian.site/images2/2/257/847/748752227-1.jpg,https://cdn-p.cian.site/images2/2/257/847/748752298-1.jpg,https://cdn-p.cian.site/images2/8/309/847/748903891-1.jpg,https://cdn-p.cian.site/images2/9/309/847/748903910-1.jpg;Москва
187737084;Недвижимость в Москве/Продажа/Продажа 2-комнатных квартир в Москве/ЮВАО/Марьино/метро Марьино/Донецкая улица;2-комн. квартира, 55.5 м2;Долевое участие (214-ФЗ), Возможна ипотека;Новостройка;55.5;35.0;09.июн;30;32;1.0;2.0;;Нет;подземная;2.0;Монолитный;ЖК «Домашний»;;1.0;;;На улицу и двор;4 мин. на транспорте;Москва,ЮВАО,район Марьино,Донецкая улица,30к2;"Общая площадь застройки: 793 000 кв. м. Микрорайон ""Домашний"" позволит создать в районе Марьино 337 000 кв. метров качественного современного жилья класса комфорт, а также дополнить достаточно благоустроенный район Марьино новой современной социальной инфраструктурой. В проекте ""Домашний"" появятся школа и два детских сада, кафе и фитнес-центры. Для жителей квартала будет построена парковка на 4250 м/м. Проект будет реализован в 3 этапа. В 1-ой очереди будет построен детский сад, школа, подземная и надземная парковки. Первый крупный проект в районе за последние 20 лет будет включать в себя разновысотные здания. В квартале запланировано создать уютную атмосферу, позволяющую почувствовать себя ДОМА. Будет соблюден принцип ""двора без машин"", оборудованы детские и спортивные площадки, велодорожки, обустроены парковые зоны. В жилом квартале ""Домашний"" разрабатывается возможность строительства многофункционального центра с бассейном. Архитекторы проекта удачно разделили в квартальной застройке общественное и частное пространство. Центральная прогулочная аллея с велодорожками пройдет через весь квартал и выйдет к благоустроенной набережной Москвы-реки, которая станет продолжением Парка 850-летия Москвы. В ноябре 2015 года открыто транспортное сообщение между Донецкой улицей и Шоссейной улицей, что существенно сокращает время проезда в район Печатники. В декабре 2015 года открылся тоннель на пересечении Волгоградского проспекта и Люблинской улицы, а также эстакада через Курское направление железной дороги. В 2016 году будут реконструированы развязки Волгоградского проспекта и Волжского бульвара. С развитием квартала ""Домашний"" будут организованы дополнительные маршруты наземного транспорта от улицы Донецкая до ст. метро ""Марьино"". Архитектурное бюро MLA+. Застройщиком проекта выступает PSN Group. Окончание строительства 1-ой очереди IV квартал 2017 года.";10348585;Опубликовано;https://cdn-p.cian.site/images/7/196/454/novostroyka-moskva-doneckaya-ulica-454691770-1.jpg,https://cdn-p.cian.site/images2/4/257/847/748752417-1.jpg,https://cdn-p.cian.site/images2/5/257/847/748752596-1.jpg,https://cdn-p.cian.site/images2/7/257/847/748752730-1.jpg,https://cdn-p.cian.site/images2/9/257/847/748752908-1.jpg,https://cdn-p.cian.site/images2/0/357/847/748753045-1.jpg,https://cdn-p.cian.site/images2/8/309/847/748903890-1.jpg,https://cdn-p.cian.site/images2/9/309/847/748903912-1.jpg;Москва
189137827;Недвижимость в Москве/Продажа/Продажа квартир-студий в Московской области/Щелково городской округ/д. Большие Жеребцы/Восточный мкр/метро Щелковская;студия, 30.3 м2;;Новостройка;30.мар;0.0;0.0;3;5;1.0;0.0;;Нет;;;Монолитный;ЖК «Восточная Европа»;;;;;Во двор;20 мин. на транспорте;Московская область,Щелково городской округ,д. Большие Жеребцы,Восточный мкр,1к9;Продаётся квартира-студия, в экологически чистом, живописном месте, 30,3. Квартира в ЖК Восточная Европа, корпус 1, ключи в сентябре 2019г., после получения ключей стоимость будет выше, спешите преобрести со скидкой! Квартира находится на 3-м этаже.Квартира без ремонта. Закратыя охраняемая территория. ЖК расположен в тихом, зеленом районе Подмосковья , вблизи природных озер и леса. Планируется своя инфраструктура. магазины, кафе-ресторан, детский сад и большая школа с бассейном. Рядом конгресс-отель со спорткомплексом и бассейном. . Остановка общественного транспорта рядом с жилым комплексом. От метро Щелковская за 30 минут можно доехать до комплекса на маршрутке или автобусе 362 или 506 до остановки д.Большие Жеребцы, от жд станции Осеевская 4км, ходит маршрутное такси. Оперативный выход на сделку, продажа по переуступке.;1200000;Опубликовано;https://cdn-p.cian.site/images/3/066/654/kvartira-vostochnaya-evropa-456660306-1.jpg,https://cdn-p.cian.site/images/3/066/654/kvartira-vostochnaya-evropa-456660320-1.jpg,https://cdn-p.cian.site/images/3/066/654/kvartira-vostochnaya-evropa-456660322-1.jpg,https://cdn-p.cian.site/images/5/066/654/kvartira-vostochnaya-evropa-456660508-1.jpg,https://cdn-p.cian.site/images/5/066/654/kvartira-vostochnaya-evropa-456660509-1.jpg,https://cdn-p.cian.site/images/5/066/654/kvartira-vostochnaya-evropa-456660510-1.jpg,https://cdn-p.cian.site/images/6/066/654/kvartira-vostochnaya-evropa-456660676-1.jpg,https://cdn-p.cian.site/images/6/066/654/kvartira-vostochnaya-evropa-456660675-1.jpg,https://cdn-p.cian.site/images2/4/924/147/novostroyka-vostochnyy-741429447-1.jpg;Щелково
190667217;Недвижимость в Видном/Продажа/Продажа 3-комнатных квартир в Видном/Новокаширское шоссе/метро Аннино;3-комн. квартира, 120.0 м2;Возможна ипотека;Новостройка;120.0;81.0;9.0;8;9;;1.0;;Нет;;3.0;Монолитный;ЖК «Видный город»;;2.0;;;На улицу;15 мин. на транспорте;Московская область,Видное,Видный город ЖК;СОБСТВЕННИК. Продаю 1 из 2х самых больших двухуровневых квартир в ЖК. 4 комнаты. 2 санузла. кладовка в своем подъезде (5м). Огромная лоджия. все окна на южную сторону. Большие возможности по дизайну и перепланировке. 120 метров при полном перекрытии второго этажа. Собственность, без обременений. договор купли-продажи, возможна ипотека. Быстрый выход на сделку. Цена ниже рыночной! Анна;7990000;Опубликовано;https://cdn-p.cian.site/images/6/972/854/novostroyka-vidnyy-gorod-458279632-1.jpg,https://cdn-p.cian.site/images/6/682/854/novostroyka-vidnyy-gorod-458286647-1.jpg,https://cdn-p.cian.site/images/7/682/854/novostroyka-vidnyy-gorod-458286711-1.jpg,https://cdn-p.cian.site/images/6/972/854/novostroyka-vidnyy-gorod-458279649-1.jpg,https://cdn-p.cian.site/images/6/972/854/novostroyka-vidnyy-gorod-458279647-1.jpg,https://cdn-p.cian.site/images/9/972/854/novostroyka-vidnyy-gorod-458279920-1.jpg,https://cdn-p.cian.site/images/9/972/854/novostroyka-vidnyy-gorod-458279928-1.jpg,https://cdn-p.cian.site/images/6/972/854/novostroyka-vidnyy-gorod-458279656-1.jpg,https://cdn-p.cian.site/images/0/082/854/novostroyka-vidnyy-gorod-458280024-1.jpg,https://cdn-p.cian.site/images/2/882/854/novostroyka-vidnyy-gorod-458288203-1.jpg,https://cdn-p.cian.site/images2/8/200/507/novostroyka-vidnyy-gorod-705002872-1.jpg,https://cdn-p.cian.site/images2/8/200/507/novostroyka-vidnyy-gorod-705002857-1.jpg,https://cdn-p.cian.site/images2/7/200/507/novostroyka-vidnyy-gorod-705002796-1.jpg,https://cdn-p.cian.site/images2/8/200/507/novostroyka-vidnyy-gorod-705002833-1.jpg,https://cdn-p.cian.site/images2/8/200/507/novostroyka-vidnyy-gorod-705002819-1.jpg,https://cdn-p.cian.site/images2/8/200/507/novostroyka-vidnyy-gorod-705002884-1.jpg,https://cdn-p.cian.site/images2/8/200/507/novostroyka-vidnyy-gorod-705002885-1.jpg,https://cdn-p.cian.site/images2/8/200/507/novostroyka-vidnyy-gorod-705002888-1.jpg,https://cdn-p.cian.site/images2/7/641/757/novostroyka-vidnyy-gorod-757146769-1.jpg;Ленинский
198427345;Недвижимость в Жуковском/Продажа/Продажа 3-комнатных квартир в Жуковском/Быковское шоссе/Новорязанское шоссе/Горельники/метро Котельники/улица Амет-хан Султана;3-комн. квартира, 139.0 м2;Свободная продажа;Новостройка;139.0;57.0;40.0;10;17;;;Балкон;Нет;;3.0;Монолитный;ЖК «Парк Сити»;;1.0;;;Во двор;26 мин. на транспорте;Московская область,Жуковский,микрорайон Горельники,улица Амет-хан Султана,15к4;"Продается квартира в ЖК ""Парк-Сити"", 10 этаж, возведены межкомнатные перегородки (перепланировка согласована). Квартира состоит из кухни-гостиной площадью 40 кв м, трех комнат: 23 кв м с гардеробной 6 кв м, 20 и 13,5 кв м. В квартире есть лоджия и балкон, два санузла. Окна на три стороны с красивыми видами. Дом сдан, постановка на кадастровый учет в процессе выполнения. Квартира расположена в здании бизнес-класса, территория ЖК огорожена, охраняется, под видеонаблюдением. На территории ЖК имеются наземные парковочные места, также можно приобрести места в подземных паркингах. Автономные системы отопления и подачи воды, ухоженная благоустроенная территория с детскими и спортивными площадками и зоной барбекю. Через дорогу парковая зона. Развитая инфраструктура, отличная транспортная доступность. Показ квартиры по договоренности в удобное для Вас время.";10400000;Опубликовано;https://cdn-p.cian.site/images/4/303/854/novostroyka-zhukovskiy-ulica-amethan-sultana-458303428-1.jpg,https://cdn-p.cian.site/images/6/203/854/novostroyka-zhukovskiy-ulica-amethan-sultana-458302614-1.jpg,https://cdn-p.cian.site/images/5/303/854/novostroyka-zhukovskiy-ulica-amethan-sultana-458303514-1.jpg,https://cdn-p.cian.site/images/6/303/854/novostroyka-zhukovskiy-ulica-amethan-sultana-458303642-1.jpg,https://cdn-p.cian.site/images/7/303/854/novostroyka-zhukovskiy-ulica-amethan-sultana-458303737-1.jpg,https://cdn-p.cian.site/images/8/303/854/novostroyka-zhukovskiy-ulica-amethan-sultana-458303854-1.jpg;Жуковский
197437629;Недвижимость в Москве/Продажа/Продажа 1-комнатных квартир в Москве/СЗАО/Хорошево-Мневники/метро Полежаевская/Карамышевская набережная;1-комн. квартира, 68.0 м2;Свободная продажа, Возможна ипотека;Новостройка;68.0;32.0;15.0;7;31;2.0;1.0;Лоджия;Нет;подземная;1.0;Монолитный;ЖК «Утесов»;;1.0;;;Во двор;15 мин. на транспорте;Москва,СЗАО,район Хорошево-Мневники,Карамышевская набережная,2/1;"Лучшая цена в комплексе за кв.м!Собственность на квартиру оформлена !!Объект введён в эксплуатацию 07.03.2019 г.Продается квартира свободной планировки в ЖК премиум-класса ""Утесов""на берегу Москва-реки.Квартира расположена во втором корпусе на седьмом этаже.Общ.площадь-68 м.,жилая-32 м.,кухня-15 м.,большая лоджия,панорамные окна,потолки 3 м. Комплекс со своей инфраструктурой(торговый центр,кафе,службы быта,подземный паркинг и т.д).Комплекс полностью огорожен,круглосуточно охраняется.На крыше второго корпуса будет находиться рекреационная зона(зона отдыха с зелеными насаждениями)доступна для жителей этого корпуса.";12300000;Опубликовано;https://cdn-p.cian.site/images/8/965/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459569845-1.jpg,https://cdn-p.cian.site/images/2/075/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459570203-1.jpg,https://cdn-p.cian.site/images/3/075/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459570385-1.jpg,https://cdn-p.cian.site/images/8/075/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459570854-1.jpg,https://cdn-p.cian.site/images/9/075/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459570908-1.jpg,https://cdn-p.cian.site/images/9/075/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459570994-1.jpg,https://cdn-p.cian.site/images/0/175/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459571065-1.jpg,https://cdn-p.cian.site/images/1/175/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459571190-1.jpg,https://cdn-p.cian.site/images/2/175/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459571259-1.jpg,https://cdn-p.cian.site/images/6/175/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459571677-1.jpg,https://cdn-p.cian.site/images/8/175/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459571846-1.jpg,https://cdn-p.cian.site/images/0/275/954/kvartira-moskva-karamyshevskaya-naberezhnaya-459572066-1.jpg,https://cdn-p.cian.site/images2/5/356/457/novostroyka-moskva-karamyshevskaya-naberezhnaya-754653545-1.jpg;Москва
109558361;Недвижимость в Одинцове/Продажа/Продажа 2-комнатных квартир в Одинцовском районе/Рублево-Успенское шоссе/метро Славянский бульвар;2-комн. квартира, 71.2 м2;Возможна ипотека;Новостройка;71.2;34.0;12.апр;1;6;1.0;1.0;;Нет;;2.0;Кирпичный;ЖК «Лайково»;;;;;Во двор;15 мин. на транспорте;Московская область,Одинцовский городской округ,с. Лайково;"Продается двухкомнатная квартира в Одинцовском районе , город-событие ""Лайково"", 15 минут езды на машине от м. Славянский бульвар, до ж/д станции Одинцово - 5,5 км (10 минут на машине). 1 этаж 6 этажного дома, общая площадь 71,2 м , жилая 34 м, 2 комнаты (19,5 и 14,5м) , кухня 12,4 м. Район с полной инфраструктурой: 5детских садов , школа, фермерский рынок, поликлиника, спортивные учебные заведения, многоуровневый паркинг. Рядом находится Подушкинский лес. 30 мин до центра по Рублево-Успенскому шоссе. Интересный формат квартиры с отдельным входом. Продажа без посредников, от собственника, оперативный показ. Срок сдачи 3 квартал 2020 года.Застройщик Дом Р.Ф.";5900000;Опубликовано;https://cdn-p.cian.site/images/0/960/364/novostroyka-laykovo-melodi-463069052-1.jpg,https://cdn-p.cian.site/images/3/960/364/novostroyka-laykovo-melodi-463069327-1.jpg,https://cdn-p.cian.site/images/8/136/174/novostroyka-laykovo-melodi-471631809-1.jpg,https://cdn-p.cian.site/images/8/136/174/novostroyka-laykovo-melodi-471631871-1.jpg,https://cdn-p.cian.site/images/9/136/174/novostroyka-laykovo-melodi-471631991-1.jpg;Одинцовский
105378876;Недвижимость в Раменском/Продажа/Продажа 3-комнатных квартир в Раменском районе/д. Островцы/Новые Островцы мкр/Новорязанское шоссе/улица Баулинская;3-комн. квартира, 86.79 м2;Свободная продажа, Возможна ипотека;Вторичка;86.79;46.5;09.сен;17;17;1.0;1.0;;Нет;;3.0;Панельный;;;1.0;;;На улицу и двор;;Московская область,Раменский городской округ,д. Островцы,Новые Островцы мкр,улица Баулинская,7;"СВОБОДНАЯ ПРОДАЖА !!! ВОЗМОЖНА ИПОТЕКА !!! В СОБСТВЕННОСТИ ! ЮРИДИЧЕСКИ и ФИЗИЧЕСКИ СВОБОДНА ! Продается трехкомнатная квартира . Расположена по адресу: Московская область, Раменский район, ск Островетское, д.Островцы, ул. Баулинская дом 3 , на 11 этаже 17-ти этажного панельного дома. Общая площадь 86,79 кв.м., жилая 46,52 кв.м., кухня 9,86 кв.м. Ремонт сделан частично : в квартире стены полностью отштукатурены,на полу в коридоре ,кухне ,в туалете и ванной только выложена плитка-керамогранит. Два санузла , один совмещенный , второй раздельный, выложен плиткой , установлена дорогостоящая сантехника. Везде установлены стеклопакеты. Вид из окна на обе стороны ( распашонка ) .Лоджия застекленная. Один собственник. Раменский район, д. ОСТРОВЦЫ граничит с пгт Октябрьский, расположены рядом с Москвой в 12 км от МКАД, до метро 7 мин Котельники, до метро Жулебино 9 минут., в 17 минутах (без учета пробок) метро Кузьминки, Выхино, в 30 минутах метро Братиславская. Развитая инфраструктура в шаговой доступности: школы с бассейном, садики, поликлиника. Торговые центры, сеть магазинов Пятерочки, Дикси, множество мелких магазинчиков, небольшой местный рынок, футбольные поля, ледовые катки (зимой), фитнес клубы, бассейны, тренажерные залы, множество салонов красоты, ""Русская рыбалка"", рядом Томилинский лесопарк и многое другое и все это в шаговой доступности от дома. ||| 5444";5800000;Опубликовано;https://cdn-p.cian.site/images/8/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177858-1.jpg,https://cdn-p.cian.site/images/1/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178146-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177903-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177911-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177918-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177923-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177930-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177937-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177939-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177946-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177953-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177959-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177962-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177965-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177973-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177979-1.jpg,https://cdn-p.cian.site/images/9/771/464/kvartira-ostrovcy-baulinskaya-ulica-464177988-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178000-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178010-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178015-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178026-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178036-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178040-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178051-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178054-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178060-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178069-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178073-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178077-1.jpg,https://cdn-p.cian.site/images/0/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178096-1.jpg,https://cdn-p.cian.site/images/1/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178101-1.jpg,https://cdn-p.cian.site/images/1/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178110-1.jpg,https://cdn-p.cian.site/images/1/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178115-1.jpg,https://cdn-p.cian.site/images/1/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178124-1.jpg,https://cdn-p.cian.site/images/1/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178127-1.jpg,https://cdn-p.cian.site/images/1/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178136-1.jpg,https://cdn-p.cian.site/images/1/871/464/kvartira-ostrovcy-baulinskaya-ulica-464178144-1.jpg;Раменский
122378309;Недвижимость в Москве/Продажа/Продажа квартир-студий в Московской области/Рузский городской округ/Тучково рп/Можайское шоссе/улица Комсомольская;студия, 31.4 м2;;Новостройка;31.4;28.0;0.0;2;4;0.0;0.0;Балкон;Нет;Наземная;;Монолитный;ЖК «Берёзки»;;0.0;;;На улицу;;Московская область,Рузский городской округ,Тучково рп,улица Комсомольская,14к7;Квартира в собственности ИЖК Березки - уникальный жилой комплекс клубного типа. Квартира студия Этаж - 2 Количество этажей - 4 Общая площадь - 31,4 кв.м. Жилая площадь - 28 кв.м. Сан. узел - совместный Балкон - есть Дом - монолит-пеноблок, 2016 года Состояние - металлическая дверь, окна ПВХ, Наличие мебели - да Кабель - домофон, интернет, общая антенна В собственности - с 2016 года Юридически - свободна До ж/д станции Тучково 10 минут на маршрутке. Хороший торг реальному покупателю;2600000;Опубликовано;https://cdn-p.cian.site/images2/5/244/947/novostroyka-tuchkovo-komsomolskaya-ulica-749442546-1.jpg,https://cdn-p.cian.site/images2/5/244/947/novostroyka-tuchkovo-komsomolskaya-ulica-749442544-1.jpg,https://cdn-p.cian.site/images2/5/244/947/novostroyka-tuchkovo-komsomolskaya-ulica-749442570-1.jpg,https://cdn-p.cian.site/images2/5/244/947/novostroyka-tuchkovo-komsomolskaya-ulica-749442573-1.jpg,https://cdn-p.cian.site/images2/5/244/947/novostroyka-tuchkovo-komsomolskaya-ulica-749442576-1.jpg,https://cdn-p.cian.site/images2/5/244/947/novostroyka-tuchkovo-komsomolskaya-ulica-749442572-1.jpg,https://cdn-p.cian.site/images2/5/244/947/novostroyka-tuchkovo-komsomolskaya-ulica-749442574-1.jpg,https://cdn-p.cian.site/images2/5/244/947/novostroyka-tuchkovo-komsomolskaya-ulica-749442577-1.jpg,https://cdn-p.cian.site/images2/5/244/947/novostroyka-tuchkovo-komsomolskaya-ulica-749442579-1.jpg,https://cdn-p.cian.site/images2/5/244/947/novostroyka-tuchkovo-komsomolskaya-ulica-749442582-1.jpg;Рузский
125138690;Недвижимость в Видном/Продажа/Продажа 1-комнатных квартир в Ленинском районе/Измайлово рп/Москва - Аэропорт Домодедово, А-105 шоссе/метро Улица Академика Янгеля;1-комн. квартира, 45.4 м2;Возможна ипотека;Новостройка;45.4;21.апр;12.июн;7;9;1.0;0.0;;Нет;;1.0;Монолитный;ЖК «Новобулатниково»;;0.0;;;Во двор;15 мин. на транспорте;Московская область,Ленинский городской округ,Измайлово рп,1;"ЖК ""Новобулатниково"", Подъезд 5, этаж 7, ФЗ 214, возможна ипотека ведущих банков. В поселке детский сад, школа, магазины. Рядом лесопарковая зона с велодорожками, благоустроенные площадки для занятий спортом, детские площадки. Предусмотрен подземный охраняемый паркинг. Сдача дома IV квартал 2019 года., Ленинский городской округ, м. Улица академика Янгеля, 1 комн., общ. пл. 45.4 кв.м., жил.пл. 21.44 кв.м., комнаты 21.44, кухня 12.57 кв.м., 7/9 этаж, окна двор, санузел совмещенный, лоджия, без отделки, Номер лота: 868055";3200000;Опубликовано;https://cdn-p.cian.site/images/0/868/575/575868044-1.jpg,https://cdn-p.cian.site/images/4/868/575/575868441-1.jpg,https://cdn-p.cian.site/images/8/137/726/627731894-1.jpg,https://cdn-p.cian.site/images/9/137/726/627731916-1.jpg,https://cdn-p.cian.site/images2/0/895/337/733598000-1.jpg,https://cdn-p.cian.site/images2/6/729/267/762927668-1.jpg,https://cdn-p.cian.site/images2/6/729/267/762927673-1.jpg,https://cdn-p.cian.site/images2/6/729/267/762927675-1.jpg;Ленинский
128608730;Недвижимость в Москве/Продажа/Продажа 1-комнатных квартир в Москве/ЗАО/Проспект Вернадского/метро Проспект Вернадского/проспект Вернадского;1-комн. квартира, 38.0 м2;Свободная продажа, Возможна ипотека;Вторичка;38.0;18.0;8.0;14;23;2.0;2.0;;Да;Наземная;1.0;;;02.авг;1.0;;Косметический;;7 мин. пешком;Москва,ЗАО,район Проспект Вернадского,проспект Вернадского,63;Светлая и уютная квартира в одном из лучших районов Москвы. Новый дом, консьерж, облагороженная придомовая территория с прудом и зоной отдыха. Ремонт от застройщика. Шаговая доступность до метро. Возможна ипотека. Быстрый выход на сделку. Торг.;10550000;Опубликовано;https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814357-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814358-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814360-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814362-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814361-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814359-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814364-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814365-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814368-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814367-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814369-1.jpg,https://cdn-p.cian.site/images/3/418/074/kvartira-moskva-prospekt-vernadskogo-470814370-1.jpg,https://cdn-p.cian.site/images2/6/244/627/kvartira-moskva-prospekt-vernadskogo-726442616-1.jpg;Москва
